State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/19/2000,Parts per billion,46.166667,73,22,71,Parts per million,0.011458,0.025,10,21,Parts per billion,6.7875,19.6,23,,Parts per million,2.041667,7.2,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/19/2000,Parts per billion,46.166667,73,22,71,Parts per million,0.011458,0.025,10,21,Parts per billion,6.7875,19.6,23,,Parts per million,1.658333,3.4,23,39
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/20/2000,Parts per billion,28.291667,63,1,61,Parts per million,0.013917,0.028,11,24,Parts per billion,3.416667,17,1,24,Parts per million,1.029167,5.9,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/20/2000,Parts per billion,28.291667,63,1,61,Parts per million,0.013917,0.028,11,24,Parts per billion,3.416667,17,1,24,Parts per million,1.666667,4.8,2,54
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/20/2000,Parts per billion,28.291667,63,1,61,Parts per million,0.013917,0.028,11,24,Parts per billion,3.375,13.6,2,,Parts per million,1.029167,5.9,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/20/2000,Parts per billion,28.291667,63,1,61,Parts per million,0.013917,0.028,11,24,Parts per billion,3.375,13.6,2,,Parts per million,1.666667,4.8,2,54
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/21/2000,Parts per billion,18.708333,39,23,37,Parts per million,0.01525,0.031,11,26,Parts per billion,0.333333,2,7,3,Parts per million,0.4125,0.9,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/21/2000,Parts per billion,18.708333,39,23,37,Parts per million,0.01525,0.031,11,26,Parts per billion,0.333333,2,7,3,Parts per million,0.3875,0.5,0,6
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/21/2000,Parts per billion,18.708333,39,23,37,Parts per million,0.01525,0.031,11,26,Parts per billion,0.44,1.6,8,,Parts per million,0.4125,0.9,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/21/2000,Parts per billion,18.708333,39,23,37,Parts per million,0.01525,0.031,11,26,Parts per billion,0.44,1.6,8,,Parts per million,0.3875,0.5,0,6
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/22/2000,Parts per billion,31.416667,51,21,48,Parts per million,0.015625,0.037,11,31,Parts per billion,0.764706,5,23,7,Parts per million,0.729167,1.7,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/22/2000,Parts per billion,31.416667,51,21,48,Parts per million,0.015625,0.037,11,31,Parts per billion,0.764706,5,23,7,Parts per million,0.654167,0.9,23,10
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/22/2000,Parts per billion,31.416667,51,21,48,Parts per million,0.015625,0.037,11,31,Parts per billion,0.86,3.3,23,,Parts per million,0.729167,1.7,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/22/2000,Parts per billion,31.416667,51,21,48,Parts per million,0.015625,0.037,11,31,Parts per billion,0.86,3.3,23,,Parts per million,0.654167,0.9,23,10
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/23/2000,Parts per billion,33.625,51,19,48,Parts per million,0.015042,0.029,10,25,Parts per billion,1.608696,4,0,6,Parts per million,0.741667,1.7,20,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/23/2000,Parts per billion,33.625,51,19,48,Parts per million,0.015042,0.029,10,25,Parts per billion,1.608696,4,0,6,Parts per million,0.7375,1.1,0,13
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/23/2000,Parts per billion,33.625,51,19,48,Parts per million,0.015042,0.029,10,25,Parts per billion,1.728571,2.6,2,,Parts per million,0.741667,1.7,20,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/23/2000,Parts per billion,33.625,51,19,48,Parts per million,0.015042,0.029,10,25,Parts per billion,1.728571,2.6,2,,Parts per million,0.7375,1.1,0,13
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/24/2000,Parts per billion,23.130435,49,23,46,Parts per million,0.023042,0.042,11,36,Parts per billion,0.916667,5,23,7,Parts per million,0.495652,1.4,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/24/2000,Parts per billion,23.130435,49,23,46,Parts per million,0.023042,0.042,11,36,Parts per billion,0.916667,5,23,7,Parts per million,0.566667,1.1,0,13
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/24/2000,Parts per billion,23.130435,49,23,46,Parts per million,0.023042,0.042,11,36,Parts per billion,0.766667,2.3,23,,Parts per million,0.495652,1.4,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/24/2000,Parts per billion,23.130435,49,23,46,Parts per million,0.023042,0.042,11,36,Parts per billion,0.766667,2.3,23,,Parts per million,0.566667,1.1,0,13
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/25/2000,Parts per billion,35.583333,53,20,50,Parts per million,0.016,0.038,11,32,Parts per billion,3.208333,8,4,11,Parts per million,0.95,1.9,3,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/25/2000,Parts per billion,35.583333,53,20,50,Parts per million,0.016,0.038,11,32,Parts per billion,3.208333,8,4,11,Parts per million,0.895833,1.4,5,16
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/25/2000,Parts per billion,35.583333,53,20,50,Parts per million,0.016,0.038,11,32,Parts per billion,3.15,6.6,5,,Parts per million,0.95,1.9,3,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/25/2000,Parts per billion,35.583333,53,20,50,Parts per million,0.016,0.038,11,32,Parts per billion,3.15,6.6,5,,Parts per million,0.895833,1.4,5,16
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/26/2000,Parts per billion,36.875,64,21,62,Parts per million,0.01875,0.043,10,36,Parts per billion,4.541667,14,22,20,Parts per million,1.275,4.1,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/26/2000,Parts per billion,36.875,64,21,62,Parts per million,0.01875,0.043,10,36,Parts per billion,4.541667,14,22,20,Parts per million,1.0125,2.1,23,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/26/2000,Parts per billion,36.875,64,21,62,Parts per million,0.01875,0.043,10,36,Parts per billion,4.5,12.3,23,,Parts per million,1.275,4.1,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/26/2000,Parts per billion,36.875,64,21,62,Parts per million,0.01875,0.043,10,36,Parts per billion,4.5,12.3,23,,Parts per million,1.0125,2.1,23,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/27/2000,Parts per billion,37.833333,68,21,66,Parts per million,0.023833,0.046,10,39,Parts per billion,4.25,16,0,23,Parts per million,1.383333,5.5,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/27/2000,Parts per billion,37.833333,68,21,66,Parts per million,0.023833,0.046,10,39,Parts per billion,4.25,16,0,23,Parts per million,1.604167,3.5,2,40
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/27/2000,Parts per billion,37.833333,68,21,66,Parts per million,0.023833,0.046,10,39,Parts per billion,4.225,12.6,2,,Parts per million,1.383333,5.5,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/27/2000,Parts per billion,37.833333,68,21,66,Parts per million,0.023833,0.046,10,39,Parts per billion,4.225,12.6,2,,Parts per million,1.604167,3.5,2,40
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/28/2000,Parts per billion,20.304348,47,20,44,Parts per million,0.024917,0.046,9,39,Parts per billion,0.636364,5,23,7,Parts per million,0.445455,0.8,19,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/28/2000,Parts per billion,20.304348,47,20,44,Parts per million,0.024917,0.046,9,39,Parts per billion,0.636364,5,23,7,Parts per million,0.579167,1.3,0,15
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/28/2000,Parts per billion,20.304348,47,20,44,Parts per million,0.024917,0.046,9,39,Parts per billion,0.75,3.3,23,,Parts per million,0.445455,0.8,19,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/28/2000,Parts per billion,20.304348,47,20,44,Parts per million,0.024917,0.046,9,39,Parts per billion,0.75,3.3,23,,Parts per million,0.579167,1.3,0,15
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/29/2000,Parts per billion,36.583333,61,23,58,Parts per million,0.017375,0.04,10,34,Parts per billion,4.125,14,23,20,Parts per million,1.116667,3.8,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/29/2000,Parts per billion,36.583333,61,23,58,Parts per million,0.017375,0.04,10,34,Parts per billion,4.125,14,23,20,Parts per million,0.879167,1.6,23,18
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/29/2000,Parts per billion,36.583333,61,23,58,Parts per million,0.017375,0.04,10,34,Parts per billion,4.1,10,23,,Parts per million,1.116667,3.8,23,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2/29/2000,Parts per billion,36.583333,61,23,58,Parts per million,0.017375,0.04,10,34,Parts per billion,4.1,10,23,,Parts per million,0.879167,1.6,23,18
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/1/2000,Parts per billion,33.869565,55,0,52,Parts per million,0.01725,0.042,12,36,Parts per billion,2.086957,10,0,14,Parts per million,0.891304,3,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/1/2000,Parts per billion,33.869565,55,0,52,Parts per million,0.01725,0.042,12,36,Parts per billion,2.086957,10,0,14,Parts per million,1.079167,2.1,2,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/1/2000,Parts per billion,33.869565,55,0,52,Parts per million,0.01725,0.042,12,36,Parts per billion,2.257143,6,2,,Parts per million,0.891304,3,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/1/2000,Parts per billion,33.869565,55,0,52,Parts per million,0.01725,0.042,12,36,Parts per billion,2.257143,6,2,,Parts per million,1.079167,2.1,2,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/2/2000,Parts per billion,38.666667,66,19,64,Parts per million,0.017375,0.04,10,34,Parts per billion,3.583333,14,22,20,Parts per million,1.145833,3.9,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/2/2000,Parts per billion,38.666667,66,19,64,Parts per million,0.017375,0.04,10,34,Parts per billion,3.583333,14,22,20,Parts per million,0.929167,1.8,23,20
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/2/2000,Parts per billion,38.666667,66,19,64,Parts per million,0.017375,0.04,10,34,Parts per billion,3.55,10,23,,Parts per million,1.145833,3.9,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/2/2000,Parts per billion,38.666667,66,19,64,Parts per million,0.017375,0.04,10,34,Parts per billion,3.55,10,23,,Parts per million,0.929167,1.8,23,20
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/3/2000,Parts per billion,35.916667,61,0,58,Parts per million,0.019875,0.044,10,37,Parts per billion,3.458333,10,1,14,Parts per million,0.9625,2.8,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/3/2000,Parts per billion,35.916667,61,0,58,Parts per million,0.019875,0.044,10,37,Parts per billion,3.458333,10,1,14,Parts per million,1.225,2.5,2,28
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/3/2000,Parts per billion,35.916667,61,0,58,Parts per million,0.019875,0.044,10,37,Parts per billion,3.425,8.6,2,,Parts per million,0.9625,2.8,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/3/2000,Parts per billion,35.916667,61,0,58,Parts per million,0.019875,0.044,10,37,Parts per billion,3.425,8.6,2,,Parts per million,1.225,2.5,2,28
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/4/2000,Parts per billion,26.958333,49,3,46,Parts per million,0.026583,0.038,11,32,Parts per billion,1.791667,8,4,11,Parts per million,0.725,2,4,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/4/2000,Parts per billion,26.958333,49,3,46,Parts per million,0.026583,0.038,11,32,Parts per billion,1.791667,8,4,11,Parts per million,0.791667,1.4,7,16
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/4/2000,Parts per billion,26.958333,49,3,46,Parts per million,0.026583,0.038,11,32,Parts per billion,1.775,7,5,,Parts per million,0.725,2,4,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/4/2000,Parts per billion,26.958333,49,3,46,Parts per million,0.026583,0.038,11,32,Parts per billion,1.775,7,5,,Parts per million,0.791667,1.4,7,16
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/5/2000,Parts per billion,18.583333,33,17,31,Parts per million,0.028792,0.035,7,30,Parts per billion,0,0,0,0,Parts per million,0.433333,0.7,15,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/5/2000,Parts per billion,18.583333,33,17,31,Parts per million,0.028792,0.035,7,30,Parts per billion,0,0,0,0,Parts per million,0.429167,0.6,19,7
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/5/2000,Parts per billion,18.583333,33,17,31,Parts per million,0.028792,0.035,7,30,Parts per billion,0,0,2,,Parts per million,0.433333,0.7,15,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/5/2000,Parts per billion,18.583333,33,17,31,Parts per million,0.028792,0.035,7,30,Parts per billion,0,0,2,,Parts per million,0.429167,0.6,19,7
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/6/2000,Parts per billion,27.416667,43,16,41,Parts per million,0.020125,0.034,0,29,Parts per billion,0,0,0,0,Parts per million,0.529167,1,17,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/6/2000,Parts per billion,27.416667,43,16,41,Parts per million,0.020125,0.034,0,29,Parts per billion,0,0,0,0,Parts per million,0.5125,0.8,21,9
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/6/2000,Parts per billion,27.416667,43,16,41,Parts per million,0.020125,0.034,0,29,Parts per billion,0,0,2,,Parts per million,0.529167,1,17,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/6/2000,Parts per billion,27.416667,43,16,41,Parts per million,0.020125,0.034,0,29,Parts per billion,0,0,2,,Parts per million,0.5125,0.8,21,9
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/7/2000,Parts per billion,24.083333,41,18,39,Parts per million,0.020917,0.034,10,29,Parts per billion,0,0,0,0,Parts per million,0.441667,0.7,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/7/2000,Parts per billion,24.083333,41,18,39,Parts per million,0.020917,0.034,10,29,Parts per billion,0,0,0,0,Parts per million,0.458333,0.7,0,8
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/7/2000,Parts per billion,24.083333,41,18,39,Parts per million,0.020917,0.034,10,29,Parts per billion,0,0,11,,Parts per million,0.441667,0.7,8,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/7/2000,Parts per billion,24.083333,41,18,39,Parts per million,0.020917,0.034,10,29,Parts per billion,0,0,11,,Parts per million,0.458333,0.7,0,8
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/8/2000,Parts per billion,27.583333,54,20,51,Parts per million,0.021292,0.047,11,40,Parts per billion,0.789474,4,7,6,Parts per million,0.758333,2.1,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/8/2000,Parts per billion,27.583333,54,20,51,Parts per million,0.021292,0.047,11,40,Parts per billion,0.789474,4,7,6,Parts per million,0.658333,1,9,11
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/8/2000,Parts per billion,27.583333,54,20,51,Parts per million,0.021292,0.047,11,40,Parts per billion,0.98,2.3,8,,Parts per million,0.758333,2.1,7,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/8/2000,Parts per billion,27.583333,54,20,51,Parts per million,0.021292,0.047,11,40,Parts per billion,0.98,2.3,8,,Parts per million,0.658333,1,9,11
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/9/2000,Parts per billion,31.541667,54,22,51,Parts per million,0.019292,0.042,11,36,Parts per billion,0.182609,0.6,0,0,Parts per million,1.158333,2.7,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/9/2000,Parts per billion,31.541667,54,22,51,Parts per million,0.019292,0.042,11,36,Parts per billion,0.182609,0.6,0,0,Parts per million,1.1125,1.7,7,19
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/9/2000,Parts per billion,31.541667,54,22,51,Parts per million,0.019292,0.042,11,36,Parts per billion,0.171429,0.4,2,,Parts per million,1.158333,2.7,22,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/9/2000,Parts per billion,31.541667,54,22,51,Parts per million,0.019292,0.042,11,36,Parts per billion,0.171429,0.4,2,,Parts per million,1.1125,1.7,7,19
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/10/2000,Parts per billion,37.136364,60,21,57,Parts per million,0.017792,0.04,11,34,Parts per billion,0.330435,0.9,20,0,Parts per million,1.334783,3.1,21,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/10/2000,Parts per billion,37.136364,60,21,57,Parts per million,0.017792,0.04,11,34,Parts per billion,0.330435,0.9,20,0,Parts per million,1.254167,2.1,4,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/10/2000,Parts per billion,37.136364,60,21,57,Parts per million,0.017792,0.04,11,34,Parts per billion,0.314286,0.6,20,,Parts per million,1.334783,3.1,21,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/10/2000,Parts per billion,37.136364,60,21,57,Parts per million,0.017792,0.04,11,34,Parts per billion,0.314286,0.6,20,,Parts per million,1.254167,2.1,4,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/11/2000,Parts per billion,41.583333,73,20,71,Parts per million,0.02225,0.054,11,46,Parts per billion,0.2,0.8,0,0,Parts per million,1.733333,3.4,4,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/11/2000,Parts per billion,41.583333,73,20,71,Parts per million,0.02225,0.054,11,46,Parts per billion,0.2,0.8,0,0,Parts per million,1.7125,3.1,4,35
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/11/2000,Parts per billion,41.583333,73,20,71,Parts per million,0.02225,0.054,11,46,Parts per billion,0.185714,0.5,2,,Parts per million,1.733333,3.4,4,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/11/2000,Parts per billion,41.583333,73,20,71,Parts per million,0.02225,0.054,11,46,Parts per billion,0.185714,0.5,2,,Parts per million,1.7125,3.1,4,35
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/12/2000,Parts per billion,38.208333,70,1,68,Parts per million,0.023208,0.053,10,45,Parts per billion,0.1,0.6,7,0,Parts per million,1.65,4.4,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/12/2000,Parts per billion,38.208333,70,1,68,Parts per million,0.023208,0.053,10,45,Parts per billion,0.1,0.6,7,0,Parts per million,1.658333,3.4,3,39
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/12/2000,Parts per billion,38.208333,70,1,68,Parts per million,0.023208,0.053,10,45,Parts per billion,0.085714,0.4,8,,Parts per million,1.65,4.4,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/12/2000,Parts per billion,38.208333,70,1,68,Parts per million,0.023208,0.053,10,45,Parts per billion,0.085714,0.4,8,,Parts per million,1.658333,3.4,3,39
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/13/2000,Parts per billion,39.652174,67,21,65,Parts per million,0.021542,0.051,11,43,Parts per billion,0.421739,1.8,23,1,Parts per million,0.921739,2.7,21,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/13/2000,Parts per billion,39.652174,67,21,65,Parts per million,0.021542,0.051,11,43,Parts per billion,0.421739,1.8,23,1,Parts per million,0.970833,1.9,0,22
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/13/2000,Parts per billion,39.652174,67,21,65,Parts per million,0.021542,0.051,11,43,Parts per billion,0.428571,1.5,23,,Parts per million,0.921739,2.7,21,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/13/2000,Parts per billion,39.652174,67,21,65,Parts per million,0.021542,0.051,11,43,Parts per billion,0.428571,1.5,23,,Parts per million,0.970833,1.9,0,22
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/14/2000,Parts per billion,44.25,67,21,65,Parts per million,0.021125,0.049,11,42,Parts per billion,0.486957,1.5,21,1,Parts per million,1.245833,2.9,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/14/2000,Parts per billion,44.25,67,21,65,Parts per million,0.021125,0.049,11,42,Parts per billion,0.486957,1.5,21,1,Parts per million,1.245833,2.1,2,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/14/2000,Parts per billion,44.25,67,21,65,Parts per million,0.021125,0.049,11,42,Parts per billion,0.485714,1.3,23,,Parts per million,1.245833,2.9,1,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/14/2000,Parts per billion,44.25,67,21,65,Parts per million,0.021125,0.049,11,42,Parts per billion,0.485714,1.3,23,,Parts per million,1.245833,2.1,2,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/15/2000,Parts per billion,40.652174,64,0,62,Parts per million,0.020917,0.051,11,43,Parts per billion,0.342857,1.6,0,1,Parts per million,1.165217,2.7,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/15/2000,Parts per billion,40.652174,64,0,62,Parts per million,0.020917,0.051,11,43,Parts per billion,0.342857,1.6,0,1,Parts per million,1.204167,2.1,2,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/15/2000,Parts per billion,40.652174,64,0,62,Parts per million,0.020917,0.051,11,43,Parts per billion,0.333333,1.1,2,,Parts per million,1.165217,2.7,0,
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/15/2000,Parts per billion,40.652174,64,0,62,Parts per million,0.020917,0.051,11,43,Parts per billion,0.333333,1.1,2,,Parts per million,1.204167,2.1,2,24
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,3/16/2000,Parts per billion,36.416667,63,22,61,Parts per million,0.022083,0.049,11,42,Parts per billion,0.078261,0.2,7,0,Parts per million,0.9125,3.3,22,
